order_id,order_date,customer_id,product_category,price,quantity,order_value,payment_method,city,state,customer_age
155,2024-06-07,2136,Grocery,457,26,11787.46,credit_card,Miami,FL,73.0
156,2024-08-30,2901,Grocery,36,1,45998.00,credit_card,Miami,FL,32.0
157,2024-02-16,1872,Home,125,118,14729.97,cash,,,66.0
158,2024-07-22,1822,Sports,256,0,1792.00,credit_card,Denver,CO,35.0
159,2024-07-03,2673,Beauty,817,18,14835.76,credit_card,Chicago,IL,70.0
160,2024-10-13,2334,Fashion,344,36,12433.64,paypal,Seattle,WA,70.0
161,2024-12-30,2044,Toys,364,29,10380.00,paypal,Chicago,IL,63.0
162,2024-08-31,1913,Electronics,972,15,14594.84,credit_card,Chicago,IL,80.0
163,2024-05-29,2411,Grocery,23,0,207.00,paypal,Denver,CO,50.0
164,2024-05-28,2506,Toys,646,20,12614.87,credit_card,Phoenix,AZ,70.0
165,2024-06-01,1981,Beauty,457,0,4570.00,credit_card,Boston,MA,52.0
166,2024-10-24,1063,Beauty,157,0,1727.00,credit_card,Boston,MA,20.0
167,2024-04-27,1203,Home,526,0,10520.00,cash,New York,NY,44.0
168,2024-03-02,1288,Sports,734,0,8808.00,credit_card,Phoenix,AZ,20.0
169,2026-05-12,1924,Grocery,55,196,10694.14,paypal,Chicago,IL,59.0
170,2024-01-09,2228,Home,126,0,378.00,credit_card,Houston,TX,27.0
171,2024-02-08,2607,Beauty,129,0,1806.00,debit_card,Chicago,IL,38.0
172,2024-02-02,1465,Fashion,235,58,13660.49,debit_card,Miami,FL,72.0
173,2024-10-09,2573,Toys,165,82,13435.77,paypal,Chicago,IL,64.0
174,2024-09-21,2332,Sports,1327,0,23886.00,paypal,Phoenix,AZ,39.0
175,2024-09-12,1103,Toys,116,0,580.00,paypal,Houston,TX,49.0
176,2024-06-18,1702,Beauty,459,0,1377.00,debit_card,Denver,CO,54.0
177,2024-09-19,1605,Fashion,485,0,3880.00,credit_card,Boston,MA,40.0
178,2024-02-29,2773,Home,1185,9,10699.29,cash,Houston,TX,65.0
179,2024-11-25,2842,Fashion,384,0,5376.00,credit_card,Los Angeles,CA,27.0
180,2024-07-02,2638,Toys,575,0,5750.00,credit_card,Boston,MA,44.0
181,2024-12-09,2056,Beauty,213,0,852.00,credit_card,Miami,FL,-999.0
182,2024-02-25,1985,Beauty,346,33,11374.28,credit_card,Seattle,WA,60.0
183,2024-07-01,1622,Fashion,129,111,14321.31,debit_card,New York,NY,58.0
184,2024-09-11,2545,Grocery,12,1258,14847.93,credit_card,New York,NY,68.0
185,2024-06-30,1172,Electronics,1983,0,25779.00,credit_card,Miami,FL,41.0
186,2024-06-12,1542,Electronics,2069,0,20690.00,paypal,Phoenix,AZ,32.0
187,2024-03-01,1270,Electronics,2144,0,6432.00,paypal,,,20.0
188,2024-05-19,1988,Grocery,64,187,12026.26,credit_card,New York,NY,72.0
189,2024-03-28,1599,Home,1810,0,25340.00,cash,Chicago,IL,38.0
190,2024-04-20,1394,Toys,211,50,10672.93,credit_card,Boston,MA,65.0
191,2024-09-07,1752,Beauty,342,0,2394.00,credit_card,Denver,CO,41.0
192,2024-08-18,2721,Beauty,393,0,1179.00,paypal,Boston,MA,38.0
193,2024-08-10,2116,Grocery,387,0,5805.00,debit_card,New York,NY,32.0
194,2024-05-12,2646,Electronics,1137,10,11759.90,paypal,New York,NY,67.0
195,2024-12-17,2827,Fashion,254,0,3810.00,credit_card,San Francisco,CA,36.0
196,2024-02-02,2804,Sports,184,0,2392.00,credit_card,Phoenix,AZ,36.0
197,2024-05-05,1702,Toys,1057,12,12538.90,credit_card,Phoenix,AZ,62.0
198,2024-02-13,2754,Toys,428,0,428.00,cash,Denver,CO,50.0
199,2024-05-04,2818,Sports,878,13,11502.12,credit_card,Los Angeles,CA,65.0
200,2024-12-18,2919,Fashion,5174,0,36218.00,credit_card,Los Angeles,CA,24.0
201,2024-05-14,1702,Electronics,1901,7,13056.50,credit_card,Miami,FL,78.0
202,2024-11-28,1456,Sports,216,0,2808.00,debit_card,Denver,CO,32.0
203,2024-06-30,2168,Home,470,0,3290.00,credit_card,Houston,TX,25.0
204,2024-09-13,2863,Sports,280,0,5040.00,paypal,Chicago,IL,24.0
205,2024-06-16,2801,Beauty,459,0,9180.00,credit_card,New York,NY,37.0
206,2024-04-07,2142,Sports,443,0,7531.00,credit_card,New York,NY,44.0
207,2024-10-06,1298,Toys,459,0,9180.00,credit_card,Houston,TX,22.0
208,2024-12-20,1844,Electronics,488,21,10039.62,credit_card,,,57.0
209,2024-04-06,2428,Toys,1092,13,14082.38,debit_card,Phoenix,AZ,56.0
210,2024-10-12,2120,Sports,776,18,14223.28,paypal,Los Angeles,CA,66.0
211,2024-04-05,1690,Electronics,1224,0,2448.00,credit_card,Miami,FL,19.0
212,2024-09-19,1685,Home,1008,0,14112.00,credit_card,San Francisco,CA,24.0
213,2024-10-15,1119,?,356,0,2848.00,credit_card,Los Angeles,CA,30.0
214,2024-06-13,1577,Grocery,122,0,2196.00,paypal,Miami,FL,45.0
215,2024-09-26,2338,Sports,1056,0,6336.00,cash,Seattle,WA,54.0
216,2024-04-09,1482,Grocery,109,0,654.00,paypal,Miami,FL,30.0
217,2024-01-30,2986,Home,940,0,7520.00,credit_card,New York,NY,
218,2024-02-05,1164,Fashion,789,0,7890.00,credit_card,Miami,FL,
219,2024-06-12,2177,Grocery,111,0,777.00,cash,Boston,MA,52.0
220,2024-11-26,1993,Home,468,0,7020.00,credit_card,Miami,FL,51.0
221,2024-02-16,2666,Toys,1039,13,13917.53,debit_card,San Francisco,CA,58.0
222,2024-06-15,2775,Home,375,31,11517.17,paypal,Boston,MA,65.0
223,2024-09-14,2086,Fashion,585,23,13161.86,paypal,Denver,CO,70.0
224,2024-03-15,2260,Sports,854,14,11826.80,debit_card,Miami,FL,78.0
225,2024-09-21,2397,Fashion,263,0,789.00,credit_card,Phoenix,AZ,42.0
226,2024-04-21,2041,Grocery,460,0,8280.00,paypal,San Francisco,CA,
227,2024-10-22,1369,Grocery,74,0,1258.00,credit_card,Miami,FL,35.0
228,2024-07-30,1857,Sports,412,0,8240.00,paypal,Seattle,WA,40.0
229,2024-07-19,1483,Sports,457,0,7769.00,credit_card,Seattle,WA,51.0
230,2024-03-05,1928,Electronics,873,14,11946.37,paypal,Houston,TX,56.0
231,2024-06-18,2230,Home,681,0,12258.00,paypal,Miami,FL,22.0
232,2024-11-09,1418,Electronics,4035,3,13545.50,credit_card,Phoenix,AZ,80.0
233,2024-01-08,1498,Beauty,386,0,5790.00,credit_card,Chicago,IL,20.0
234,2024-10-04,2645,Home,69,0,414.00,credit_card,Phoenix,AZ,43.0
235,2024-06-29,1755,Fashion,714,0,2142.00,paypal,Denver,CO,46.0
236,2024-09-20,1396,Beauty,156,0,1560.00,debit_card,Houston,TX,39.0
237,2024-08-30,2426,Toys,439,0,7463.00,credit_card,Miami,FL,31.0
238,2024-06-07,2433,Toys,302,0,3624.00,paypal,Phoenix,AZ,51.0
239,2024-04-22,2652,Electronics,1256,0,8792.00,paypal,Los Angeles,CA,18.0
240,2024-08-17,2519,Sports,563,25,14217.70,paypal,Houston,TX,64.0
241,2024-02-21,2983,Sports,600,0,7200.00,debit_card,Denver,CO,
242,2024-08-01,2149,Fashion,1253,11,14154.96,cash,Chicago,IL,66.0
243,2024-02-04,1573,Beauty,458,24,11155.44,paypal,Miami,FL,69.0
244,2024-08-25,2725,Grocery,233,57,13290.14,credit_card,San Francisco,CA,73.0
245,2024-08-18,1529,Home,1166,0,10494.00,cash,Chicago,IL,27.0
246,2024-01-31,1582,Fashion,729,16,11335.35,credit_card,Boston,MA,70.0
247,2024-10-04,2656,Fashion,102,0,1020.00,paypal,Miami,FL,53.0
248,2024-06-01,2763,Beauty,597,0,8955.00,paypal,Houston,TX,25.0
249,2024-10-15,1678,Electronics,1016,13,13142.20,debit_card,Chicago,IL,79.0
250,2024-01-16,2458,Grocery,173,68,11836.20,credit_card,Denver,CO,69.0
251,2024-03-06,2844,Beauty,112,0,448.00,credit_card,Chicago,IL,34.0
252,2024-06-29,2597,Sports,237,59,13949.79,credit_card,Denver,CO,74.0
253,2024-03-09,1009,Toys,1484,10,14687.34,debit_card,Miami,FL,64.0
254,2024-04-30,2329,Grocery,45,0,765.00,paypal,San Francisco,CA,46.0
255,2024-08-29,1339,Beauty,611,0,12220.00,credit_card,Los Angeles,CA,28.0
256,2024-02-22,2692,Home,604,19,11449.91,credit_card,New York,NY,64.0
257,2024-09-05,1134,Electronics,1047,14,14344.70,debit_card,Miami,FL,76.0
258,2024-02-07,2986,Toys,295,0,295.00,credit_card,Houston,TX,30.0
259,2024-03-05,1354,Home,194,0,776.00,credit_card,Seattle,WA,18.0
260,2024-08-03,1840,Electronics,1450,0,5800.00,credit_card,Phoenix,AZ,32.0
261,2024-10-17,1468,Grocery,460,0,6900.00,debit_card,Houston,TX,36.0
262,2024-03-03,2627,Sports,445,0,2225.00,debit_card,Boston,MA,41.0
263,2024-04-19,1786,Toys,641,21,13700.00,paypal,Seattle,WA,79.0
264,2024-12-04,2489,Home,674,19,12830.12,credit_card,Miami,FL,78.0
265,2024-12-28,1134,Electronics,448,28,12624.85,credit_card,Miami,FL,60.0
266,2024-07-31,1905,Electronics,2897,0,28970.00,paypal,Miami,FL,31.0
267,2026-11-02,2822,Fashion,425,0,5100.00,cash,Houston,TX,31.0
268,2024-05-06,2853,Electronics,950,0,2850.00,credit_card,,,23.0
269,2024-08-12,1417,Fashion,777,15,11596.53,paypal,Los Angeles,CA,67.0
270,2024-08-04,1788,Fashion,374,0,2992.00,paypal,Denver,CO,31.0
271,2024-04-17,1818,Sports,457,24,11016.43,paypal,San Francisco,CA,74.0
272,2024-01-09,2130,Toys,1339,8,10416.93,credit_card,Seattle,WA,55.0
273,2024-02-25,2074,Fashion,422,0,6752.00,credit_card,Chicago,IL,48.0
274,2024-12-16,1211,Sports,572,24,13562.24,credit_card,Denver,CO,76.0
275,2024-06-02,2525,Electronics,1060,0,11660.00,paypal,Seattle,WA,27.0
276,2024-06-25,1451,Fashion,1099,0,4396.00,paypal,San Francisco,CA,47.0
277,2024-06-19,1629,Grocery,64,0,768.00,credit_card,New York,NY,34.0
278,2024-10-13,2681,Grocery,28,0,56.00,credit_card,Houston,TX,29.0
279,2024-01-24,2379,Sports,355,31,11112.21,credit_card,Los Angeles,CA,77.0
280,2024-01-31,1793,Grocery,282,44,12476.94,debit_card,San Francisco,CA,56.0
281,2024-04-10,2824,Sports,1188,0,8316.00,paypal,Phoenix,AZ,28.0
282,2024-06-27,1788,Electronics,1195,0,5975.00,credit_card,Chicago,IL,24.0
283,2024-09-02,2130,Grocery,293,0,2344.00,debit_card,Miami,FL,37.0
284,2024-06-28,1491,Fashion,778,19,14449.70,credit_card,Chicago,IL,70.0
285,2024-06-10,1366,Toys,247,0,247.00,paypal,Phoenix,AZ,27.0
286,2024-12-09,1983,Toys,267,50,13355.53,paypal,Denver,CO,64.0
287,2024-02-28,2126,Fashion,556,0,7784.00,credit_card,Phoenix,AZ,24.0
288,2024-07-28,2611,Beauty,126,0,252.00,debit_card,Phoenix,AZ,39.0
289,2024-07-17,1781,Sports,613,0,4291.00,paypal,New York,NY,50.0
290,2024-06-22,2790,Fashion,547,0,10393.00,paypal,Phoenix,AZ,26.0
291,2024-10-22,2214,Fashion,459,0,5508.00,debit_card,Denver,CO,
292,2024-04-07,1140,Beauty,210,0,3150.00,credit_card,Denver,CO,34.0
293,2024-12-15,2478,Home,431,0,3879.00,credit_card,Denver,CO,20.0
294,2024-05-01,2149,Electronics,3336,0,56712.00,debit_card,Houston,TX,18.0
295,2024-07-18,1778,Grocery,22,0,396.00,credit_card,New York,NY,27.0
296,2024-07-09,1934,Fashion,458,24,10846.17,cash,Los Angeles,CA,65.0
297,2024-11-07,1603,Toys,208,0,3536.00,credit_card,Los Angeles,CA,20.0
298,2024-06-09,2228,Beauty,527,0,7905.00,paypal,New York,NY,49.0
299,2024-04-14,2133,Beauty,236,0,1180.00,credit_card,Boston,MA,19.0
300,2024-01-08,1894,Toys,1285,0,25700.00,credit_card,Seattle,WA,31.0
301,2024-05-13,1570,Toys,519,0,1038.00,credit_card,Boston,MA,29.0
302,2024-10-29,1797,Beauty,176,0,2112.00,debit_card,Chicago,IL,39.0
303,2024-01-04,1995,Grocery,118,115,13672.27,paypal,Miami,FL,64.0
304,2024-11-23,1943,Electronics,1104,0,13248.00,credit_card,New York,NY,44.0
305,2024-07-17,1618,Beauty,486,0,4374.00,credit_card,Boston,MA,18.0
306,2024-02-21,2163,Home,189,0,756.00,paypal,San Francisco,CA,27.0
307,2024-04-20,1453,Grocery,458,0,6870.00,debit_card,Los Angeles,CA,37.0
308,2024-07-21,2001,Electronics,2114,0,19026.00,credit_card,Houston,TX,35.0
309,2024-04-25,1243,Home,1465,0,16115.00,paypal,Phoenix,AZ,53.0
310,2024-02-09,1944,Home,94,0,188.00,credit_card,Seattle,WA,40.0
311,2024-08-31,2567,Toys,917,12,11074.17,credit_card,Seattle,WA,64.0
312,2024-09-03,2635,Electronics,1312,0,10496.00,credit_card,Chicago,IL,33.0
313,2024-02-13,2389,Electronics,325,0,6175.00,debit_card,,,
314,2024-04-12,2491,Sports,55,1,45819.00,credit_card,Seattle,WA,24.0
315,2024-03-30,1131,Grocery,29,484,13899.55,paypal,Miami,FL,80.0
316,2024-08-29,1682,Sports,601,17,10388.56,credit_card,Miami,FL,80.0
317,2024-09-24,2308,Sports,579,0,579.00,cash,Miami,FL,35.0
318,2024-09-23,2601,Toys,507,0,10140.00,credit_card,Phoenix,AZ,32.0
319,2024-12-09,2165,Sports,394,0,6304.00,credit_card,Seattle,WA,18.0
320,2024-10-08,2707,Fashion,176,61,10708.55,credit_card,Houston,TX,79.0
321,2024-04-27,1546,Toys,219,0,3723.00,credit_card,Los Angeles,CA,20.0
322,2024-02-09,1306,Electronics,1506,0,21084.00,credit_card,Houston,TX,18.0
323,2024-08-12,1172,Home,661,0,1322.00,paypal,Phoenix,AZ,24.0
324,2024-12-01,2165,Toys,162,0,1620.00,paypal,Chicago,IL,36.0
325,2024-12-22,2330,Fashion,879,17,14670.95,paypal,Los Angeles,CA,79.0
326,2024-03-25,1570,Electronics,892,0,10704.00,credit_card,Chicago,IL,28.0
327,2024-03-27,2567,Electronics,739,0,8868.00,paypal,Phoenix,AZ,53.0
328,2024-01-14,2478,Grocery,63,180,11401.42,credit_card,Phoenix,AZ,58.0
329,2024-02-21,1720,Fashion,1011,11,10753.18,debit_card,Chicago,IL,68.0
330,2024-07-22,1477,Electronics,1318,0,23724.00,debit_card,Chicago,IL,
331,2024-07-19,2484,Beauty,457,24,11074.54,credit_card,Seattle,WA,80.0
332,2024-05-15,2342,Sports,1281,9,11805.50,credit_card,Los Angeles,CA,59.0
